,Species_ID,nodes_x,edges_x,bdm,ent,Evolution,Domain,Taxonomy_level2,Compact_name,Official_NCBI_name,nodes_y,edges_y,ei,determinism,degeneracy
0,644284,417,1107,6152.2584978402365,0.8291480137889642,2.6570199124378218,Bacteria,Bacteria_Terrabacteria group,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum DSM 20595,417,1107,6.657677443521343,6.874460368043789,0.2167829245224436
1,573729,1339,5216,14473.775851007913,0.4037072007908731,3.742687237380504,Eukaryota,Eukaryota_Opisthokonta,Myceliophthora thermophila,Myceliophthora thermophila ATCC 42464,1339,5216,7.815443353082156,8.12588860256895,0.31044524948684155
2,84588,668,1880,7115.6606121653695,0.5884533948398287,2.573027160490001,Bacteria,Bacteria_Terrabacteria group,Synechococcus sp. WH8102,Synechococcus sp. WH 8102,668,1880,7.247090215665578,7.401023693217257,0.15393347755161174
3,163164,172,271,1881.472146689878,1.108037837484634,2.945327831899273,Bacteria,Bacteria_Proteobacteria,Wolbachia sp. Dm,Wolbachia endosymbiont of Drosophila melanogaster,172,271,5.83884564425589,6.227306150378546,0.3884605061226664
4,596327,250,260,2097.6720598813313,0.7812915231827754,3.3661757071270197,Bacteria,Bacteria_FCB group,Porphyromonas uenonis,Porphyromonas uenonis 60-3,250,260,6.7435498064437995,7.12412863881361,0.3805788323698284
5,134676,1588,8604,22814.84611296093,0.434720420698324,2.4442463813717725,Bacteria,Bacteria_Terrabacteria group,Actinoplanes sp. SE50110,Actinoplanes sp. SE50/110,1588,8604,7.5655178704766675,7.947401646681005,0.3818837762041127
6,272844,415,1423,6873.264908847904,1.0045101094259687,0.6569146668616755,Archaea,Archaea_Euryarchaeota,Pyrococcus abyssi,Pyrococcus abyssi GE5,415,1423,6.378783468440568,6.579326682546727,0.20054321410615908
7,903814,864,4392,16970.085296777732,0.6957121355196477,2.510387559587885,Bacteria,Bacteria_Terrabacteria group,Eubacterium limosum,Eubacterium limosum KIST612,864,4392,6.909199393815582,7.348746538943713,0.43954714512804305
8,645465,869,2795,7851.040420288373,0.4189749374042876,2.5394725827671443,Bacteria,Bacteria_Terrabacteria group,Streptomyces sp. e14,Streptomyces sp. e14,869,2795,7.251649115018049,7.860298515975221,0.6086494009571264
9,720554,327,429,2934.1233359666303,0.6661012372127469,2.461785978512016,Bacteria,Bacteria_Terrabacteria group,Clostridium clariflavum,Clostridium clariflavum DSM 19732,327,429,6.710981732613773,7.264114605891629,0.5531328732778489
10,5786,1119,4264,14876.492819932975,0.4560836437575142,3.83182960805454,Eukaryota,Eukaryota_Amoebozoa,Dictyostelium purpureum,Dictyostelium purpureum,1119,4264,7.578795694537772,7.932788930842675,0.3539932363049318
11,350688,629,2484,11712.019907943577,0.7426437086949628,2.5487976634516536,Bacteria,Bacteria_Terrabacteria group,Alkaliphilus oremlandii,Alkaliphilus oremlandii OhILAs,629,2484,6.8327038492015735,7.039836122563912,0.20713227336233003
12,70601,370,1230,7106.220117042055,1.0577174044294182,0.6569146668616755,Archaea,Archaea_Euryarchaeota,Pyrococcus horikoshii,Pyrococcus horikoshii OT3,370,1230,6.312209046984421,6.4984965774995,0.18628753051506633
13,240292,1072,4284,12665.78020978032,0.5108626989277941,2.779964447912355,Bacteria,Bacteria_Terrabacteria group,Anabaena variabilis,Anabaena variabilis ATCC 29413,1072,4284,7.415200146868094,7.681863363179684,0.2666632163115028
14,83406,816,3625,13749.560177258476,0.6694029791566026,2.684609274013399,Bacteria,Bacteria_Proteobacteria,gamma proteobacterium HdN1,gamma proteobacterium HdN1,816,3625,6.964731698869226,7.259362227783189,0.2946305289139468
15,1033837,421,1283,6133.154302092401,0.8637978023148957,2.8375340602509485,Bacteria,Bacteria_Terrabacteria group,Lactobacillus kefiranofaciens,Lactobacillus kefiranofaciens ZW3,421,1283,6.405888455234427,6.593280782135602,0.1873923269011875
16,572477,825,3560,12927.583209048546,0.6053103314659956,2.5056701480568218,Bacteria,Bacteria_Proteobacteria,Allochromatium vinosum,Allochromatium vinosum DSM 180,825,3560,7.0397249171957785,7.312504996575198,0.27278007937943033
17,208964,1529,8273,25542.77288570499,0.4766173862898159,2.6102916532840523,Bacteria,Bacteria_Proteobacteria,Pseudomonas aeruginosa,Pseudomonas aeruginosa PAO1,1529,8273,7.824446972728083,8.006085423952413,0.18163845122424926
18,743965,149,366,2792.1649502062205,1.7560500315726997,3.4039093376212817,Bacteria,Bacteria_Terrabacteria group,Mycoplasma putrefaciens,Mycoplasma putrefaciens KS1,149,366,5.2416298342959315,5.386014354404911,0.14438452010897745
19,1005058,352,440,3113.6684971398586,0.6556011199844031,3.242018654961689,Bacteria,Bacteria_Proteobacteria,Gallibacterium anatis,Gallibacterium anatis UMN179,352,440,6.9519902339197595,7.450569673667385,0.4985794397476312
20,525904,722,2471,11097.177034131453,0.7043363281854399,2.2546168965177475,Bacteria,Bacteria_Terrabacteria group,Thermobaculum terrenum,Thermobaculum terrenum ATCC BAA-798,722,2471,7.022807477534643,7.341262079197996,0.3184546016633108
21,547559,656,2798,12630.001473825774,0.8281423195810115,0.9462235059577312,Archaea,Archaea_Euryarchaeota,Natrialba magadii,Natrialba magadii ATCC 43099,656,2798,6.71160657525766,6.937752081868844,0.2261455066112182
22,7176,1846,8800,22895.961235810264,0.3281530178324958,4.403700026734526,Eukaryota,Eukaryota_Opisthokonta,Culex quinquefasciatus,Culex quinquefasciatus,1846,8800,8.194787272326883,8.541261499477061,0.3464742271500111
23,755732,557,1666,7248.700042109884,0.7362387792304983,3.0151729461582675,Bacteria,Bacteria_FCB group,Fluviicola taffensis,Fluviicola taffensis DSM 16823,557,1666,6.871885933883473,7.100259408389684,0.22837347450617937
24,589924,549,2609,10343.2360994048,0.944626791556714,0.6876213634111272,Archaea,Archaea_Euryarchaeota,Ferroglobus placidus,Ferroglobus placidus DSM 10642,549,2609,6.4091241947929465,6.627193033470281,0.218068838677313
25,765420,315,390,2565.149637376553,0.6390061993975968,2.6296230754275443,Bacteria,Bacteria_Terrabacteria group,Oscillochloris trichoides,Oscillochloris trichoides DG-6,315,390,6.929175301764337,7.259928417642066,0.3307531158777119
26,879243,393,938,5644.049905781928,0.8600767609796902,3.3661757071270197,Bacteria,Bacteria_FCB group,Porphyromonas asaccharolytica,Porphyromonas asaccharolytica DSM 20707,393,938,6.709500498581934,6.909095656071269,0.19959515748931708
27,100226,1423,8372,23466.64474875877,0.5291916604437888,2.5394725827671443,Bacteria,Bacteria_Terrabacteria group,Streptomyces coelicolor,Streptomyces coelicolor A3(2),1423,8372,7.522982915130317,7.773345370913454,0.25036245578298433
28,318167,948,4215,17015.1964514588,0.6874027830297688,2.7953533820928067,Bacteria,Bacteria_Proteobacteria,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,948,4215,7.20971902665806,7.462178691394309,0.25245966473628373
29,218497,228,461,3168.5693090380473,1.0433078061257943,2.6070911639918672,Bacteria,Bacteria_PVC group,Chlamydophila abortus,Chlamydophila abortus S26/3,228,461,6.125281099731958,6.279824416491142,0.15454331675916266
30,525254,221,233,1975.082438018612,0.8684601354671136,2.722397521985988,Bacteria,Bacteria_Terrabacteria group,Anaerococcus lactolyticus,Anaerococcus lactolyticus ATCC 51172,221,233,6.544486806662617,6.953154154154684,0.4086673474920868
31,383407,896,3529,14761.287776975954,0.6004701069418252,2.7500264073889658,Bacteria,Bacteria_Proteobacteria,Xanthomonas oryzae,Xanthomonas oryzae pv. oryzicola BLS256,896,3529,7.268780171458935,7.463576987689237,0.1947968162301977
32,1035188,399,519,3381.392676154036,0.5560573136272936,3.1596471802107327,Bacteria,Bacteria_Proteobacteria,Haemophilus pittmaniae,Haemophilus pittmaniae HK 85,399,519,7.067108633757993,7.550441546266987,0.48333291250901783
33,218493,1193,5250,16814.635524915702,0.5266024184227538,2.9788970169834115,Bacteria,Bacteria_Proteobacteria,Salmonella bongori,Salmonella bongori NCTC 12419,1193,5250,7.5850663606758335,7.786403637243513,0.20133727656771686
34,743299,715,2669,10327.276951120522,0.6989823671002124,2.408538259184345,Bacteria,Bacteria_Proteobacteria,Acidithiobacillus ferrivorans,Acidithiobacillus ferrivorans SS3,715,2669,7.001779770762384,7.2460695355616425,0.24428976479926287
35,553218,293,348,2742.77689767124,0.6839332309856267,2.6658738768423444,Bacteria,Bacteria_Proteobacteria,Campylobacter rectus,Campylobacter rectus RM3267,293,348,6.806995804656302,7.2153003118040315,0.40830450714775257
36,469595,637,1267,5839.980150452669,0.4965460176571258,2.9780725922187625,Bacteria,Bacteria_Proteobacteria,Citrobacter sp. 302,Citrobacter sp. 30_2,637,1267,7.523339822904882,7.871222579936054,0.3478827570311756
37,1005057,217,473,3249.120245043705,1.2563853257389492,3.0799706476933606,Bacteria,Bacteria_Proteobacteria,Buchnera aphidicola Ua,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),217,473,5.806346076201653,6.070159563911113,0.26381348770946816
38,306901,55,152,498.6569868879914,1.7065676231008975,3.7474089460987288,Eukaryota,Eukaryota_Opisthokonta,Chaetomium globosum,Chaetomium globosum CBS 148.51,55,152,3.812711737141597,3.8355192311695268,0.022807494027930218
39,380394,721,2382,10731.18410873198,0.6050200485351951,2.4085382591843447,Bacteria,Bacteria_Proteobacteria,Acidithiobacillus ferrooxidans ATCC53993,Acidithiobacillus ferrooxidans ATCC 53993,721,2382,7.211887099840602,7.4223535510512795,0.21046645121062346
40,440497,171,184,1586.7929765552415,1.0187020949083103,2.8375340602509485,Bacteria,Bacteria_Terrabacteria group,Lactobacillus jensenii 1153,Lactobacillus jensenii 1153,171,184,6.091713486371814,6.563724972460907,0.4720114860890872
